2026-07-25 19:55:08,959 | INFO | knowledge_collector.crawl_progress | Current page: 1 | Pages completed: 0 | Pages remaining: 1 | Queue size: 1 | Visited pages: 0 | Current depth: 0 | Elapsed time: 00:00 | Estimated remaining time: 00:00 | Current URL: https://owasp.org/Top10/2021/A01_2021-Broken_Access_Control/index.html
2026-07-26 18:06:50,855 | INFO | knowledge_collector.crawl_progress | Current page: 92 | Pages completed: 78 | Pages remaining: 51 | Queue size: 51 | Visited pages: 78 | Current depth: 1 | Elapsed time: 00:52 | Estimated remaining time: 00:34 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/SAML_Security_Cheat_Sheet.html
2026-07-26 18:06:51,351 | INFO | knowledge_collector.crawl_progress | Current page: 93 | Pages completed: 79 | Pages remaining: 50 | Queue size: 50 | Visited pages: 79 | Current depth: 1 | Elapsed time: 00:53 | Estimated remaining time: 00:34 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/SQL_Injection_Prevention_Cheat_Sheet.html
2026-07-26 18:06:51,853 | INFO | knowledge_collector.crawl_progress | Current page: 94 | Pages completed: 80 | Pages remaining: 49 | Queue size: 49 | Visited pages: 80 | Current depth: 1 | Elapsed time: 00:53 | Estimated remaining time: 00:33 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Secrets_Management_Cheat_Sheet.html
2026-07-26 18:06:52,540 | INFO | knowledge_collector.crawl_progress | Current page: 95 | Pages completed: 81 | Pages remaining: 49 | Queue size: 49 | Visited pages: 81 | Current depth: 1 | Elapsed time: 00:54 | Estimated remaining time: 00:33 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Secure_AI_Model_Ops_Cheat_Sheet.html
2026-07-26 18:06:52,949 | INFO | knowledge_collector.crawl_progress | Current page: 96 | Pages completed: 82 | Pages remaining: 48 | Queue size: 48 | Visited pages: 82 | Current depth: 1 | Elapsed time: 00:55 | Estimated remaining time: 00:32 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Secure_Cloud_Architecture_Cheat_Sheet.html
2026-07-26 18:06:53,573 | INFO | knowledge_collector.crawl_progress | Current page: 97 | Pages completed: 83 | Pages remaining: 47 | Queue size: 47 | Visited pages: 83 | Current depth: 1 | Elapsed time: 00:55 | Estimated remaining time: 00:31 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Secure_Code_Review_Cheat_Sheet.html
2026-07-26 18:06:54,396 | INFO | knowledge_collector.crawl_progress | Current page: 98 | Pages completed: 84 | Pages remaining: 46 | Queue size: 46 | Visited pages: 84 | Current depth: 1 | Elapsed time: 00:56 | Estimated remaining time: 00:31 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Secure_Coding_with_AI_Cheat_Sheet.html
2026-07-26 18:06:54,971 | INFO | knowledge_collector.crawl_progress | Current page: 99 | Pages completed: 85 | Pages remaining: 45 | Queue size: 45 | Visited pages: 85 | Current depth: 1 | Elapsed time: 00:57 | Estimated remaining time: 00:30 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Secure_Product_Design_Cheat_Sheet.html
2026-07-26 18:06:56,509 | INFO | knowledge_collector.crawl_progress | Current page: 100 | Pages completed: 86 | Pages remaining: 44 | Queue size: 44 | Visited pages: 86 | Current depth: 1 | Elapsed time: 00:58 | Estimated remaining time: 00:30 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Securing_Cascading_Style_Sheets_Cheat_Sheet.html
2026-07-26 18:06:56,970 | INFO | knowledge_collector.crawl_progress | Current page: 101 | Pages completed: 87 | Pages remaining: 43 | Queue size: 43 | Visited pages: 87 | Current depth: 1 | Elapsed time: 00:59 | Estimated remaining time: 00:29 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Security_Terminology_Cheat_Sheet.html
2026-07-26 18:06:57,616 | INFO | knowledge_collector.crawl_progress | Current page: 102 | Pages completed: 88 | Pages remaining: 42 | Queue size: 42 | Visited pages: 88 | Current depth: 1 | Elapsed time: 00:59 | Estimated remaining time: 00:28 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Server_Side_Request_Forgery_Prevention_Cheat_Sheet.html
2026-07-26 18:06:58,232 | INFO | knowledge_collector.crawl_progress | Current page: 103 | Pages completed: 89 | Pages remaining: 42 | Queue size: 42 | Visited pages: 89 | Current depth: 1 | Elapsed time: 01:00 | Estimated remaining time: 00:28 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Serverless_FaaS_Security_Cheat_Sheet.html
2026-07-26 18:06:58,729 | INFO | knowledge_collector.crawl_progress | Current page: 104 | Pages completed: 90 | Pages remaining: 41 | Queue size: 41 | Visited pages: 90 | Current depth: 1 | Elapsed time: 01:00 | Estimated remaining time: 00:27 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Session_Management_Cheat_Sheet.html
2026-07-26 18:06:59,365 | INFO | knowledge_collector.crawl_progress | Current page: 105 | Pages completed: 91 | Pages remaining: 40 | Queue size: 40 | Visited pages: 91 | Current depth: 1 | Elapsed time: 01:01 | Estimated remaining time: 00:27 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Software_Supply_Chain_Security_Cheat_Sheet.html
2026-07-26 18:06:59,852 | INFO | knowledge_collector.crawl_progress | Current page: 106 | Pages completed: 92 | Pages remaining: 39 | Queue size: 39 | Visited pages: 92 | Current depth: 1 | Elapsed time: 01:01 | Estimated remaining time: 00:26 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Subdomain_Takeover_Prevention_Cheat_Sheet.html
2026-07-26 18:07:00,430 | INFO | knowledge_collector.crawl_progress | Current page: 107 | Pages completed: 93 | Pages remaining: 38 | Queue size: 38 | Visited pages: 93 | Current depth: 1 | Elapsed time: 01:02 | Estimated remaining time: 00:25 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Symfony_Cheat_Sheet.html
2026-07-26 18:07:01,010 | INFO | knowledge_collector.crawl_progress | Current page: 108 | Pages completed: 94 | Pages remaining: 37 | Queue size: 37 | Visited pages: 94 | Current depth: 1 | Elapsed time: 01:03 | Estimated remaining time: 00:25 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/TLS_Cipher_String_Cheat_Sheet.html
2026-07-26 18:07:01,333 | INFO | knowledge_collector.crawl_progress | Current page: 109 | Pages completed: 94 | Pages remaining: 36 | Queue size: 36 | Visited pages: 94 | Current depth: 1 | Elapsed time: 01:03 | Estimated remaining time: 00:24 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Third_Party_Javascript_Management_Cheat_Sheet.html
2026-07-26 18:07:01,870 | INFO | knowledge_collector.crawl_progress | Current page: 110 | Pages completed: 95 | Pages remaining: 36 | Queue size: 36 | Visited pages: 95 | Current depth: 1 | Elapsed time: 01:03 | Estimated remaining time: 00:24 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Third_Party_Payment_Gateway_Integration_Cheat_Sheet.html
2026-07-26 18:07:02,266 | INFO | knowledge_collector.crawl_progress | Current page: 111 | Pages completed: 96 | Pages remaining: 35 | Queue size: 35 | Visited pages: 96 | Current depth: 1 | Elapsed time: 01:04 | Estimated remaining time: 00:23 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Threat_Modeling_Cheat_Sheet.html
2026-07-26 18:07:02,778 | INFO | knowledge_collector.crawl_progress | Current page: 112 | Pages completed: 97 | Pages remaining: 34 | Queue size: 34 | Visited pages: 97 | Current depth: 1 | Elapsed time: 01:04 | Estimated remaining time: 00:23 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Transaction_Authorization_Cheat_Sheet.html
2026-07-26 18:07:03,258 | INFO | knowledge_collector.crawl_progress | Current page: 113 | Pages completed: 98 | Pages remaining: 33 | Queue size: 33 | Visited pages: 98 | Current depth: 1 | Elapsed time: 01:05 | Estimated remaining time: 00:22 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Transport_Layer_Protection_Cheat_Sheet.html
2026-07-26 18:07:03,640 | INFO | knowledge_collector.crawl_progress | Current page: 114 | Pages completed: 99 | Pages remaining: 32 | Queue size: 32 | Visited pages: 99 | Current depth: 1 | Elapsed time: 01:05 | Estimated remaining time: 00:21 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Transport_Layer_Security_Cheat_Sheet.html
2026-07-26 18:07:04,184 | INFO | knowledge_collector.crawl_progress | Current page: 115 | Pages completed: 100 | Pages remaining: 31 | Queue size: 31 | Visited pages: 100 | Current depth: 1 | Elapsed time: 01:06 | Estimated remaining time: 00:20 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Unvalidated_Redirects_and_Forwards_Cheat_Sheet.html
2026-07-26 18:07:04,689 | INFO | knowledge_collector.crawl_progress | Current page: 116 | Pages completed: 101 | Pages remaining: 30 | Queue size: 30 | Visited pages: 101 | Current depth: 1 | Elapsed time: 01:06 | Estimated remaining time: 00:20 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/User_Privacy_Protection_Cheat_Sheet.html
2026-07-26 18:07:05,208 | INFO | knowledge_collector.crawl_progress | Current page: 117 | Pages completed: 102 | Pages remaining: 29 | Queue size: 29 | Visited pages: 102 | Current depth: 1 | Elapsed time: 01:07 | Estimated remaining time: 00:19 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Virtual_Patching_Cheat_Sheet.html
2026-07-26 18:07:05,760 | INFO | knowledge_collector.crawl_progress | Current page: 118 | Pages completed: 103 | Pages remaining: 28 | Queue size: 28 | Visited pages: 103 | Current depth: 1 | Elapsed time: 01:07 | Estimated remaining time: 00:18 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Vulnerability_Disclosure_Cheat_Sheet.html
2026-07-26 18:07:06,306 | INFO | knowledge_collector.crawl_progress | Current page: 119 | Pages completed: 104 | Pages remaining: 27 | Queue size: 27 | Visited pages: 104 | Current depth: 1 | Elapsed time: 01:08 | Estimated remaining time: 00:18 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Vulnerable_Dependency_Management_Cheat_Sheet.html
2026-07-26 18:07:06,833 | INFO | knowledge_collector.crawl_progress | Current page: 120 | Pages completed: 105 | Pages remaining: 26 | Queue size: 26 | Visited pages: 105 | Current depth: 1 | Elapsed time: 01:08 | Estimated remaining time: 00:17 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/WebSocket_Security_Cheat_Sheet.html
2026-07-26 18:07:07,453 | INFO | knowledge_collector.crawl_progress | Current page: 121 | Pages completed: 106 | Pages remaining: 25 | Queue size: 25 | Visited pages: 106 | Current depth: 1 | Elapsed time: 01:09 | Estimated remaining time: 00:16 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Web_Service_Security_Cheat_Sheet.html
2026-07-26 18:07:07,925 | INFO | knowledge_collector.crawl_progress | Current page: 122 | Pages completed: 107 | Pages remaining: 24 | Queue size: 24 | Visited pages: 107 | Current depth: 1 | Elapsed time: 01:10 | Estimated remaining time: 00:16 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/XML_External_Entity_Prevention_Cheat_Sheet.html
2026-07-26 18:07:08,828 | INFO | knowledge_collector.crawl_progress | Current page: 123 | Pages completed: 108 | Pages remaining: 23 | Queue size: 23 | Visited pages: 108 | Current depth: 1 | Elapsed time: 01:10 | Estimated remaining time: 00:15 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/XML_Security_Cheat_Sheet.html
2026-07-26 18:07:09,788 | INFO | knowledge_collector.crawl_progress | Current page: 124 | Pages completed: 109 | Pages remaining: 22 | Queue size: 22 | Visited pages: 109 | Current depth: 1 | Elapsed time: 01:11 | Estimated remaining time: 00:14 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/XSS_Filter_Evasion_Cheat_Sheet.html
2026-07-26 18:07:10,779 | INFO | knowledge_collector.crawl_progress | Current page: 125 | Pages completed: 110 | Pages remaining: 21 | Queue size: 21 | Visited pages: 110 | Current depth: 1 | Elapsed time: 01:12 | Estimated remaining time: 00:14 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/XS_Leaks_Cheat_Sheet.html
2026-07-26 18:07:11,348 | INFO | knowledge_collector.crawl_progress | Current page: 126 | Pages completed: 111 | Pages remaining: 20 | Queue size: 20 | Visited pages: 111 | Current depth: 1 | Elapsed time: 01:13 | Estimated remaining time: 00:13 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Zero_Trust_Architecture_Cheat_Sheet.html
2026-07-26 18:07:12,080 | INFO | knowledge_collector.crawl_progress | Current page: 127 | Pages completed: 112 | Pages remaining: 19 | Queue size: 19 | Visited pages: 112 | Current depth: 1 | Elapsed time: 01:14 | Estimated remaining time: 00:13 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/gRPC_Security_Cheat_Sheet.html
2026-07-26 18:07:12,771 | INFO | knowledge_collector.crawl_progress | Current page: 128 | Pages completed: 113 | Pages remaining: 18 | Queue size: 18 | Visited pages: 113 | Current depth: 1 | Elapsed time: 01:14 | Estimated remaining time: 00:12 | Current URL: https://cheatsheetseries.owasp.org/News.xml
2026-07-26 18:07:13,087 | INFO | knowledge_collector.crawl_progress | Current page: 129 | Pages completed: 113 | Pages remaining: 17 | Queue size: 17 | Visited pages: 113 | Current depth: 2 | Elapsed time: 01:15 | Estimated remaining time: 00:11 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Access_Control_Cheat_Sheet.html
2026-07-26 18:07:13,220 | INFO | knowledge_collector.crawl_progress | Current page: 130 | Pages completed: 113 | Pages remaining: 16 | Queue size: 16 | Visited pages: 113 | Current depth: 2 | Elapsed time: 01:15 | Estimated remaining time: 00:11 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Authentication_Cheat_Sheet.html
2026-07-26 18:07:13,456 | INFO | knowledge_collector.crawl_progress | Current page: 131 | Pages completed: 113 | Pages remaining: 15 | Queue size: 15 | Visited pages: 113 | Current depth: 2 | Elapsed time: 01:15 | Estimated remaining time: 00:10 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Bot_Management_and_Anti-Automation_Cheat_Sheet.html
2026-07-26 18:07:13,884 | INFO | knowledge_collector.crawl_progress | Current page: 132 | Pages completed: 113 | Pages remaining: 14 | Queue size: 14 | Visited pages: 113 | Current depth: 2 | Elapsed time: 01:16 | Estimated remaining time: 00:09 | Current URL: https://cheatsheetseries.owasp.org/cdn-cgi/l/email-protection
2026-07-26 18:07:14,010 | INFO | knowledge_collector.crawl_progress | Current page: 133 | Pages completed: 113 | Pages remaining: 13 | Queue size: 13 | Visited pages: 113 | Current depth: 2 | Elapsed time: 01:16 | Estimated remaining time: 00:09 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Business_Logic_Security_Cheat_Sheet.html
2026-07-26 18:07:14,233 | INFO | knowledge_collector.crawl_progress | Current page: 134 | Pages completed: 113 | Pages remaining: 12 | Queue size: 12 | Visited pages: 113 | Current depth: 2 | Elapsed time: 01:16 | Estimated remaining time: 00:08 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Choosing_and_Using_Security_Questions_Cheat_Sheet.html
2026-07-26 18:07:14,476 | INFO | knowledge_collector.crawl_progress | Current page: 135 | Pages completed: 113 | Pages remaining: 11 | Queue size: 11 | Visited pages: 113 | Current depth: 2 | Elapsed time: 01:16 | Estimated remaining time: 00:07 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Cookie_Theft_Mitigation_Cheat_Sheet.html
2026-07-26 18:07:14,834 | INFO | knowledge_collector.crawl_progress | Current page: 136 | Pages completed: 113 | Pages remaining: 10 | Queue size: 10 | Visited pages: 113 | Current depth: 2 | Elapsed time: 01:16 | Estimated remaining time: 00:07 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Credential_Stuffing_Prevention_Cheat_Sheet.html
2026-07-26 18:07:15,001 | INFO | knowledge_collector.crawl_progress | Current page: 137 | Pages completed: 113 | Pages remaining: 9 | Queue size: 9 | Visited pages: 113 | Current depth: 2 | Elapsed time: 01:17 | Estimated remaining time: 00:06 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Cross-Site_Request_Forgery_Prevention_Cheat_Sheet.html
2026-07-26 18:07:15,467 | INFO | knowledge_collector.crawl_progress | Current page: 138 | Pages completed: 113 | Pages remaining: 8 | Queue size: 8 | Visited pages: 113 | Current depth: 2 | Elapsed time: 01:17 | Estimated remaining time: 00:05 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Denial_of_Service_Cheat_Sheet.html
2026-07-26 18:07:15,696 | INFO | knowledge_collector.crawl_progress | Current page: 139 | Pages completed: 113 | Pages remaining: 7 | Queue size: 7 | Visited pages: 113 | Current depth: 2 | Elapsed time: 01:17 | Estimated remaining time: 00:05 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/DotNet_Security_Cheat_Sheet.html
2026-07-26 18:07:16,156 | INFO | knowledge_collector.crawl_progress | Current page: 140 | Pages completed: 113 | Pages remaining: 6 | Queue size: 6 | Visited pages: 113 | Current depth: 2 | Elapsed time: 01:18 | Estimated remaining time: 00:04 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Forgot_Password_Cheat_Sheet.html
2026-07-26 18:07:16,297 | INFO | knowledge_collector.crawl_progress | Current page: 141 | Pages completed: 113 | Pages remaining: 5 | Queue size: 5 | Visited pages: 113 | Current depth: 2 | Elapsed time: 01:18 | Estimated remaining time: 00:03 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Injection_Prevention_in_Java_Cheat_Sheet.html
2026-07-26 18:07:16,423 | INFO | knowledge_collector.crawl_progress | Current page: 142 | Pages completed: 113 | Pages remaining: 4 | Queue size: 4 | Visited pages: 113 | Current depth: 2 | Elapsed time: 01:18 | Estimated remaining time: 00:03 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Nodejs_Security_Cheat_Sheet.html
2026-07-26 18:07:16,935 | INFO | knowledge_collector.crawl_progress | Current page: 143 | Pages completed: 113 | Pages remaining: 3 | Queue size: 3 | Visited pages: 113 | Current depth: 2 | Elapsed time: 01:19 | Estimated remaining time: 00:02 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Multifactor_Authentication_Cheat_Sheet
2026-07-26 18:07:17,590 | INFO | knowledge_collector.crawl_progress | Current page: 144 | Pages completed: 114 | Pages remaining: 15 | Queue size: 15 | Visited pages: 114 | Current depth: 2 | Elapsed time: 01:19 | Estimated remaining time: 00:10 | Current URL: https://cheatsheetseries.owasp.org/assets/Server_Side_Request_Forgery_Prevention_Cheat_Sheet_Case1_NetworkLayer_PreventFlow.xml
2026-07-26 18:07:17,885 | INFO | knowledge_collector.crawl_progress | Current page: 145 | Pages completed: 114 | Pages remaining: 14 | Queue size: 14 | Visited pages: 114 | Current depth: 2 | Elapsed time: 01:20 | Estimated remaining time: 00:10 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/TLS_Cipher_String_Cheat_Sheet.html
2026-07-26 18:07:18,002 | INFO | knowledge_collector.crawl_progress | Current page: 146 | Pages completed: 114 | Pages remaining: 13 | Queue size: 13 | Visited pages: 114 | Current depth: 3 | Elapsed time: 01:20 | Estimated remaining time: 00:09 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Access_Control_Cheat_Sheet.html
2026-07-26 18:07:18,142 | INFO | knowledge_collector.crawl_progress | Current page: 147 | Pages completed: 114 | Pages remaining: 12 | Queue size: 12 | Visited pages: 114 | Current depth: 3 | Elapsed time: 01:20 | Estimated remaining time: 00:08 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Authentication_Cheat_Sheet.html
2026-07-26 18:07:18,360 | INFO | knowledge_collector.crawl_progress | Current page: 148 | Pages completed: 114 | Pages remaining: 11 | Queue size: 11 | Visited pages: 114 | Current depth: 3 | Elapsed time: 01:20 | Estimated remaining time: 00:08 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Bot_Management_and_Anti-Automation_Cheat_Sheet.html
2026-07-26 18:07:18,658 | INFO | knowledge_collector.crawl_progress | Current page: 149 | Pages completed: 114 | Pages remaining: 10 | Queue size: 10 | Visited pages: 114 | Current depth: 3 | Elapsed time: 01:20 | Estimated remaining time: 00:07 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Business_Logic_Security_Cheat_Sheet.html
2026-07-26 18:07:18,857 | INFO | knowledge_collector.crawl_progress | Current page: 150 | Pages completed: 114 | Pages remaining: 9 | Queue size: 9 | Visited pages: 114 | Current depth: 3 | Elapsed time: 01:20 | Estimated remaining time: 00:06 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Choosing_and_Using_Security_Questions_Cheat_Sheet.html
2026-07-26 18:07:19,011 | INFO | knowledge_collector.crawl_progress | Current page: 151 | Pages completed: 114 | Pages remaining: 8 | Queue size: 8 | Visited pages: 114 | Current depth: 3 | Elapsed time: 01:21 | Estimated remaining time: 00:06 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Cookie_Theft_Mitigation_Cheat_Sheet.html
2026-07-26 18:07:19,237 | INFO | knowledge_collector.crawl_progress | Current page: 152 | Pages completed: 114 | Pages remaining: 7 | Queue size: 7 | Visited pages: 114 | Current depth: 3 | Elapsed time: 01:21 | Estimated remaining time: 00:05 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Credential_Stuffing_Prevention_Cheat_Sheet.html
2026-07-26 18:07:19,393 | INFO | knowledge_collector.crawl_progress | Current page: 153 | Pages completed: 114 | Pages remaining: 6 | Queue size: 6 | Visited pages: 114 | Current depth: 3 | Elapsed time: 01:21 | Estimated remaining time: 00:04 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Cross-Site_Request_Forgery_Prevention_Cheat_Sheet.html
2026-07-26 18:07:19,803 | INFO | knowledge_collector.crawl_progress | Current page: 154 | Pages completed: 114 | Pages remaining: 5 | Queue size: 5 | Visited pages: 114 | Current depth: 3 | Elapsed time: 01:21 | Estimated remaining time: 00:04 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Denial_of_Service_Cheat_Sheet.html
2026-07-26 18:07:19,946 | INFO | knowledge_collector.crawl_progress | Current page: 155 | Pages completed: 114 | Pages remaining: 4 | Queue size: 4 | Visited pages: 114 | Current depth: 3 | Elapsed time: 01:22 | Estimated remaining time: 00:03 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/DotNet_Security_Cheat_Sheet.html
2026-07-26 18:07:20,364 | INFO | knowledge_collector.crawl_progress | Current page: 156 | Pages completed: 114 | Pages remaining: 3 | Queue size: 3 | Visited pages: 114 | Current depth: 3 | Elapsed time: 01:22 | Estimated remaining time: 00:02 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Forgot_Password_Cheat_Sheet.html
2026-07-26 18:07:20,494 | INFO | knowledge_collector.crawl_progress | Current page: 157 | Pages completed: 114 | Pages remaining: 2 | Queue size: 2 | Visited pages: 114 | Current depth: 3 | Elapsed time: 01:22 | Estimated remaining time: 00:01 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Injection_Prevention_in_Java_Cheat_Sheet.html
2026-07-26 18:07:20,661 | INFO | knowledge_collector.crawl_progress | Current page: 158 | Pages completed: 114 | Pages remaining: 1 | Queue size: 1 | Visited pages: 114 | Current depth: 3 | Elapsed time: 01:22 | Estimated remaining time: 00:01 | Current URL: https://cheatsheetseries.owasp.org/cheatsheets/Nodejs_Security_Cheat_Sheet.html
2026-07-26 18:12:51,455 | INFO | knowledge_collector.crawl_progress | Current page: 1 | Pages completed: 0 | Pages remaining: 1 | Queue size: 1 | Visited pages: 0 | Current depth: 0 | Elapsed time: 00:00 | Estimated remaining time: 00:00 | Current URL: https://owasp.org/www-project-web-security-testing-guide/
2026-07-26 18:12:52,781 | INFO | knowledge_collector.crawl_progress | Current page: 2 | Pages completed: 1 | Pages remaining: 16 | Queue size: 16 | Visited pages: 1 | Current depth: 1 | Elapsed time: 00:01 | Estimated remaining time: 00:21 | Current URL: https://owasp.org/store
2026-07-26 18:12:55,934 | INFO | knowledge_collector.crawl_progress | Current page: 3 | Pages completed: 1 | Pages remaining: 15 | Queue size: 15 | Visited pages: 1 | Current depth: 1 | Elapsed time: 00:04 | Estimated remaining time: 01:07 | Current URL: https://owasp.org/donate?reponame=www-project-web-security-testing-guide&title=OWASP+Web+Security+Testing+Guide
2026-07-26 18:12:56,486 | INFO | knowledge_collector.crawl_progress | Current page: 4 | Pages completed: 1 | Pages remaining: 14 | Queue size: 14 | Visited pages: 1 | Current depth: 1 | Elapsed time: 00:05 | Estimated remaining time: 01:11 | Current URL: https://owasp.org/projects
2026-07-26 18:12:57,010 | INFO | knowledge_collector.crawl_progress | Current page: 5 | Pages completed: 2 | Pages remaining: 246 | Queue size: 246 | Visited pages: 2 | Current depth: 1 | Elapsed time: 00:06 | Estimated remaining time: 11:25 | Current URL: https://owasp.org/www-project-web-security-testing-guide/stable
2026-07-26 18:12:57,745 | INFO | knowledge_collector.crawl_progress | Current page: 6 | Pages completed: 2 | Pages remaining: 245 | Queue size: 245 | Visited pages: 2 | Current depth: 1 | Elapsed time: 00:06 | Estimated remaining time: 12:52 | Current URL: https://owasp.org/www-project-web-security-testing-guide/latest
2026-07-26 18:12:58,479 | INFO | knowledge_collector.crawl_progress | Current page: 7 | Pages completed: 2 | Pages remaining: 244 | Queue size: 244 | Visited pages: 2 | Current depth: 1 | Elapsed time: 00:07 | Estimated remaining time: 14:18 | Current URL: https://owasp.org/www-project-web-security-testing-guide/v42
2026-07-26 18:12:59,123 | INFO | knowledge_collector.crawl_progress | Current page: 8 | Pages completed: 2 | Pages remaining: 243 | Queue size: 243 | Visited pages: 2 | Current depth: 1 | Elapsed time: 00:08 | Estimated remaining time: 15:33 | Current URL: https://owasp.org/www-project-web-security-testing-guide/v41
2026-07-26 18:12:59,720 | INFO | knowledge_collector.crawl_progress | Current page: 9 | Pages completed: 2 | Pages remaining: 242 | Queue size: 242 | Visited pages: 2 | Current depth: 1 | Elapsed time: 00:08 | Estimated remaining time: 16:41 | Current URL: https://lists.owasp.org/pipermail/owasp-testing/index
2026-07-26 18:13:31,273 | INFO | knowledge_collector.crawl_progress | Current page: 10 | Pages completed: 2 | Pages remaining: 241 | Queue size: 241 | Visited pages: 2 | Current depth: 1 | Elapsed time: 00:40 | Estimated remaining time: 1:19:59 | Current URL: https://owasp.org/slack/invite
2026-07-26 18:13:31,575 | INFO | knowledge_collector.crawl_progress | Current page: 11 | Pages completed: 2 | Pages remaining: 240 | Queue size: 240 | Visited pages: 2 | Current depth: 1 | Elapsed time: 00:40 | Estimated remaining time: 1:20:16 | Current URL: https://owasp.org/cdn-cgi/l/email-protection
2026-07-26 18:13:31,622 | INFO | knowledge_collector.crawl_progress | Current page: 12 | Pages completed: 2 | Pages remaining: 239 | Queue size: 239 | Visited pages: 2 | Current depth: 1 | Elapsed time: 00:40 | Estimated remaining time: 1:20:01 | Current URL: https://owasp.org/supporters
2026-07-26 18:13:32,235 | INFO | knowledge_collector.crawl_progress | Current page: 13 | Pages completed: 3 | Pages remaining: 246 | Queue size: 246 | Visited pages: 3 | Current depth: 1 | Elapsed time: 00:41 | Estimated remaining time: 55:45 | Current URL: https://owasp.org/about
2026-07-26 18:13:32,862 | INFO | knowledge_collector.crawl_progress | Current page: 14 | Pages completed: 4 | Pages remaining: 250 | Queue size: 250 | Visited pages: 4 | Current depth: 1 | Elapsed time: 00:41 | Estimated remaining time: 43:09 | Current URL: https://owasp.org/www-policy/operational/privacy
2026-07-26 18:13:34,229 | INFO | knowledge_collector.crawl_progress | Current page: 15 | Pages completed: 5 | Pages remaining: 285 | Queue size: 285 | Visited pages: 5 | Current depth: 1 | Elapsed time: 00:43 | Estimated remaining time: 40:39 | Current URL: https://owasp.org/sitemap
